순,이름,팀,정렬,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,비율,,,,,,WAR*,WPA
,,,타석,,,,,,,,,,,,,,,,,,,,타율,출루,장타,OPS,wOBA,wRC+,,
1,최원준,21KRF,668,143,668,589,82,174,21,6,4,219,44,40,13,61,11,0,68,7,4,3,0.295,0.371,0.372,0.742,0.354,108.6,3.14,1.24
2,홍창기,21LCF,651,144,651,524,103,172,26,2,4,214,52,23,8,110,15,4,95,6,0,2,0.328,0.456,0.408,0.865,0.417,152.6,6.98,4.47
3,김혜성,21키SS,634,144,634,559,99,170,20,3,3,205,66,46,4,64,1,3,97,8,0,10,0.304,0.371,0.367,0.737,0.351,106.2,4.73,0.99
4,강백호,21K1B,627,142,627,516,76,179,40,1,16,269,102,10,5,103,0,10,85,7,0,8,0.347,0.45,0.521,0.971,0.443,165.5,6.35,5.78
5,나성범,21NRF,623,144,623,570,96,160,29,1,33,290,101,1,2,38,11,2,155,5,0,4,0.281,0.336,0.509,0.844,0.38,124.1,3.91,3.13
6,피렐라,21삼DH,621,140,621,553,102,158,25,2,29,274,97,9,6,57,8,2,89,8,0,3,0.286,0.359,0.495,0.855,0.389,128.7,3.26,3.27
7,전준우,21롯LF,619,144,619,552,88,192,46,0,7,259,92,6,3,53,5,0,71,10,1,8,0.348,0.405,0.469,0.874,0.406,140.4,4.93,4.09
8,페르난데스,21두DH,617,141,617,540,73,170,24,0,15,239,81,0,2,65,6,3,35,25,0,6,0.315,0.391,0.443,0.833,0.389,136.6,3.07,1.2
9,손아섭,21롯RF,610,139,610,542,88,173,29,2,3,215,58,11,6,61,3,3,67,15,3,1,0.319,0.39,0.397,0.787,0.373,118.8,3.33,1.98
,구자욱,21삼RF,610,139,610,543,107,166,30,10,22,282,88,27,4,48,6,3,98,9,1,12,0.306,0.361,0.519,0.881,0.394,134,5,3.48
11,정은원,21한2B,608,139,608,495,85,140,22,5,6,190,39,19,11,105,1,1,105,9,4,3,0.283,0.407,0.384,0.791,0.379,126.6,4.47,1.76
12,서건창,21키L2B,599,144,599,512,78,130,24,2,6,176,52,12,4,69,9,2,77,14,5,4,0.254,0.35,0.344,0.694,0.331,94.8,2.83,0.14
13,배정대,21KCF,595,144,595,510,85,132,23,1,12,193,68,19,7,65,12,2,132,9,3,5,0.259,0.353,0.378,0.732,0.345,101.1,3.02,-1.05
,김현수,21LLF,595,140,595,506,70,144,23,1,17,220,97,3,0,77,3,5,42,7,0,9,0.285,0.377,0.435,0.811,0.375,128.3,3.31,3.02
15,하주석,21한SS,594,138,594,525,84,143,27,3,10,206,68,23,6,51,10,1,135,9,5,3,0.272,0.346,0.392,0.739,0.345,104.4,3.09,-1.37
16,추신수,21SDH,580,137,580,461,84,122,19,2,21,208,69,25,9,103,12,4,123,8,0,4,0.265,0.409,0.451,0.86,0.4,137.4,3.89,4.59
17,양의지,21NDH,570,141,570,480,81,156,29,2,30,279,111,2,1,69,11,5,60,12,0,10,0.325,0.414,0.581,0.995,0.443,165.4,5.74,5.64
18,김재환,21두LF,566,137,566,475,86,130,23,2,27,238,102,2,3,81,5,3,127,9,0,5,0.274,0.382,0.501,0.883,0.401,148.2,4.77,2.69
19,알테어,21NCF,565,143,565,492,83,134,19,2,32,253,84,20,5,57,11,2,156,6,0,5,0.272,0.358,0.514,0.872,0.393,132,4.91,2.11
20,김선빈,21K2B,564,130,564,501,55,154,32,0,5,201,67,0,0,56,1,2,39,19,1,5,0.307,0.375,0.401,0.776,0.366,116,3.42,3.06
21,정훈,21롯1B,561,135,561,486,70,142,27,1,14,213,79,8,1,68,3,8,89,6,1,3,0.292,0.38,0.438,0.819,0.377,121.9,2.46,0.83
22,최정,21S3B,555,134,555,436,92,121,17,1,35,245,100,8,6,84,22,3,102,9,1,12,0.278,0.41,0.562,0.972,0.431,155.9,6.14,5.4
23,이용규,21키LF,547,133,547,459,88,136,16,8,1,171,43,16,2,71,5,2,46,5,6,6,0.296,0.392,0.373,0.764,0.363,112.7,3.1,1.73
24,양석환,21두1B,546,133,546,488,66,133,22,0,28,239,96,2,3,42,9,2,136,10,0,7,0.273,0.337,0.49,0.827,0.373,130.3,3.1,1.93
25,이정후,21키CF,543,123,543,463,78,167,42,6,7,242,84,10,3,62,9,1,37,8,0,9,0.361,0.438,0.523,0.961,0.441,165.8,6.73,3.17
26,박해민,21삼CF,542,127,542,454,78,132,22,1,5,171,54,36,15,69,3,2,82,3,9,7,0.291,0.383,0.377,0.759,0.356,110.6,3.38,1.39
27,터커,21KLF,539,127,539,468,42,111,24,1,9,164,59,0,0,61,8,1,66,12,0,2,0.237,0.334,0.35,0.684,0.327,91,0.81,0.02
,마차도,21롯SS,539,134,539,466,83,130,21,1,5,168,58,8,5,58,4,1,65,8,4,7,0.279,0.359,0.361,0.719,0.341,98.3,2.55,-0.66
29,최지훈,21SCF,534,136,534,461,75,121,19,6,5,167,45,26,6,51,8,0,71,6,8,6,0.262,0.342,0.362,0.705,0.33,93.8,2.12,-0.19
30,오지환,21LSS,532,134,532,464,62,118,19,2,8,165,57,12,6,54,5,0,82,11,4,5,0.254,0.335,0.356,0.691,0.327,93.9,2.33,-0.53
31,박건우,21두RF,525,126,525,458,82,149,31,2,6,202,63,13,0,50,11,2,72,16,0,6,0.325,0.4,0.441,0.841,0.394,138.5,4.62,1.64
32,한유섬,21SRF,519,135,519,442,71,123,18,1,31,236,95,1,0,60,10,4,96,11,1,6,0.278,0.373,0.534,0.907,0.404,138.6,3.9,1.99
33,허경민,21두3B,518,136,518,468,61,130,24,1,5,171,59,5,7,36,8,1,35,21,3,3,0.278,0.338,0.365,0.703,0.332,96.8,2.07,-0.83
34,조용호,21KLF,515,138,515,428,71,101,14,1,0,117,48,12,9,74,3,0,85,8,5,5,0.236,0.349,0.273,0.622,0.31,77.7,0.39,0.21
35,황재균,21K3B,507,117,507,453,74,132,16,2,10,182,56,11,4,46,3,1,92,11,1,4,0.291,0.358,0.402,0.76,0.356,108.4,2.93,-0.32
36,김상수,21삼2B,496,132,496,429,46,101,17,1,3,129,42,4,2,52,3,0,51,14,8,4,0.235,0.32,0.301,0.62,0.298,71.7,0.38,-1.26
,한동희,21롯3B,496,129,496,424,54,113,24,0,17,188,69,0,1,61,6,1,95,21,1,4,0.267,0.364,0.443,0.807,0.373,119,3.28,0.85
38,안치홍,21롯2B,490,119,490,421,58,129,30,2,10,193,82,3,6,52,3,2,58,10,5,9,0.306,0.379,0.458,0.838,0.382,124.3,3.45,1.55
39,오재일,21삼1B,484,120,484,418,64,119,20,0,25,214,97,1,0,58,0,8,106,5,0,8,0.285,0.366,0.512,0.878,0.39,129.2,2.8,3.43
40,박찬호,21KSS,483,131,483,418,51,103,15,5,1,131,59,9,4,54,0,0,73,11,8,3,0.246,0.331,0.313,0.644,0.308,77.7,1.15,0.17
41,박동원,21키C,481,131,481,413,61,103,21,0,22,190,83,2,0,53,7,0,114,12,5,3,0.249,0.342,0.46,0.803,0.364,120.5,3.09,1.29
42,이원석,21삼3B,480,131,480,399,40,92,19,0,9,138,59,1,0,60,11,2,80,11,2,8,0.231,0.341,0.346,0.687,0.327,89.8,1.22,-0.29
43,박병호,21키1B,477,118,477,409,48,93,23,0,20,176,76,0,1,47,14,3,141,9,0,7,0.227,0.323,0.43,0.753,0.343,106.4,1.47,0.01
44,박성한,21SSS,471,135,471,407,53,123,21,1,4,158,44,12,5,49,1,0,73,1,12,2,0.302,0.377,0.388,0.765,0.356,110.3,3.34,1.4
45,최주환,21S2B,470,116,470,406,50,104,16,0,18,174,67,2,1,53,9,4,84,7,0,2,0.256,0.353,0.429,0.782,0.361,111.2,2.36,-0.51
46,최재훈,21한C,467,116,467,375,52,103,21,0,7,145,44,3,2,71,13,2,68,16,5,3,0.275,0.405,0.387,0.791,0.376,124.6,3.67,1.03
47,이대호,21롯DH,465,114,465,420,39,120,11,0,19,188,81,0,0,34,5,3,50,12,0,6,0.286,0.342,0.448,0.79,0.361,111.3,1.1,1.44
48,강진성,21N1B,462,124,462,406,49,101,20,0,7,142,38,9,3,36,14,2,68,12,4,2,0.249,0.33,0.35,0.679,0.321,86.9,0.19,-1.32
,강민호,21삼C,462,123,462,406,55,118,22,0,18,194,67,0,0,45,4,4,53,18,0,7,0.291,0.362,0.478,0.839,0.38,123.6,3.86,1.49
50,심우준,21KSS,460,139,460,407,61,109,20,2,6,151,48,16,6,32,4,0,65,2,10,6,0.268,0.323,0.371,0.694,0.318,83.3,1.74,-0.16
,장성우,21KC,460,127,460,385,46,89,13,0,14,144,63,1,2,60,3,3,69,16,9,3,0.231,0.337,0.374,0.711,0.328,90.6,1.74,1.25
52,노시환,21한3B,458,107,458,380,56,103,18,1,18,177,84,5,2,73,1,9,107,15,0,4,0.271,0.387,0.466,0.852,0.387,131.8,3.75,1.82
53,채은성,21LRF,448,110,448,387,59,107,20,0,16,175,82,4,2,38,16,2,80,9,0,7,0.276,0.359,0.452,0.812,0.373,128.2,2.86,2.6
54,최형우,21KDH,446,104,446,373,52,87,15,1,12,140,55,0,0,67,4,10,67,9,0,2,0.233,0.354,0.375,0.73,0.339,99.8,0.2,1.38
55,유강남,21LC,441,130,441,397,39,100,16,0,11,149,60,2,0,25,14,1,75,11,3,2,0.252,0.317,0.375,0.693,0.323,93.3,2.2,-0.94
56,김민성,21L3B,426,121,426,360,35,80,22,0,8,126,39,3,3,42,8,2,73,7,11,5,0.222,0.313,0.35,0.663,0.305,80.7,0.83,-0.6
57,로맥,21S1B,421,107,421,355,55,80,11,0,20,151,52,1,0,59,4,1,83,9,0,3,0.225,0.34,0.425,0.765,0.354,105.5,1.13,-0.59
58,김인태,21두RF,418,133,418,344,51,89,15,1,8,130,46,0,2,62,3,0,67,10,5,4,0.259,0.373,0.378,0.751,0.355,113.3,1.74,1.54
59,김태진,21K3B,414,99,414,381,43,105,12,5,1,130,36,8,5,23,0,1,64,7,6,4,0.276,0.314,0.341,0.655,0.305,76,0.64,-0.62
60,박계범,21두SS,385,118,385,322,44,86,12,1,5,115,46,4,3,44,9,0,68,8,7,3,0.267,0.368,0.357,0.725,0.344,104.8,2.06,0.6
61,노진혁,21NSS,384,107,384,330,41,95,22,0,8,141,58,1,1,42,5,0,90,3,4,3,0.288,0.374,0.427,0.801,0.372,120.4,2.9,0.75
62,김헌곤,21삼LF,364,118,364,317,38,89,8,2,4,113,27,5,4,34,5,0,46,9,3,5,0.281,0.355,0.356,0.711,0.338,98.1,1.14,-1.03
63,정수빈,21두CF,351,104,351,313,50,81,19,4,3,117,37,12,7,29,3,1,50,7,4,2,0.259,0.326,0.374,0.7,0.325,91.6,1.47,-0.07
64,강승호,21두2B,340,113,340,301,47,72,16,2,7,113,37,8,2,22,6,1,78,8,8,3,0.239,0.301,0.375,0.677,0.307,81.8,0.94,-0.93
65,장운호,21한RF,338,102,338,285,36,67,10,0,0,77,28,3,6,36,7,0,77,7,7,3,0.235,0.332,0.27,0.603,0.295,71,-0.3,-1.65
66,김지찬,21삼SS,336,120,336,296,50,81,6,0,1,90,26,23,4,27,0,0,31,0,10,3,0.274,0.331,0.304,0.635,0.3,73.4,0.9,0.08
,유한준,21KDH,336,104,336,281,30,87,16,0,5,118,42,1,0,44,7,5,34,12,0,4,0.31,0.411,0.42,0.831,0.389,130.5,1.87,1.27
68,문보경,21L1B,329,107,329,278,37,64,11,1,8,101,39,3,1,46,0,1,64,5,3,2,0.23,0.337,0.363,0.701,0.329,97.1,1.06,0.79
69,류지혁,21K3B,327,92,327,273,37,76,8,0,2,90,34,0,0,42,7,1,46,7,2,3,0.278,0.385,0.33,0.714,0.348,104.4,1.27,-0.08
70,박준영,21N3B,315,111,315,273,37,57,7,2,8,92,31,4,3,27,10,0,92,9,3,2,0.209,0.301,0.337,0.638,0.302,73,0.43,-2.04
71,이재원,21SC,313,107,313,271,29,76,13,0,3,98,30,0,2,29,5,4,47,14,6,2,0.28,0.358,0.362,0.72,0.334,95.2,1.5,0.18
72,황대인,21K1B,308,86,308,282,30,67,10,1,13,118,45,0,0,18,2,0,62,8,1,5,0.238,0.283,0.418,0.702,0.317,85.1,0.11,0.01
73,김민식,21KC,301,100,301,250,30,55,8,0,3,72,26,0,0,41,4,1,49,2,3,3,0.22,0.336,0.288,0.624,0.305,75.7,0.62,-0.34
74,추재현,21롯CF,300,95,300,262,37,66,15,0,5,96,26,4,3,26,7,0,57,3,5,0,0.252,0.336,0.366,0.702,0.329,90.1,0.64,-0.53
75,호잉,21KRF,294,68,294,259,32,62,11,1,11,108,52,5,2,26,4,2,52,2,0,5,0.239,0.313,0.417,0.73,0.332,93.5,0.76,-0.01
76,이창진,21KCF,293,105,293,249,35,52,8,1,3,71,33,5,0,36,1,0,54,10,4,3,0.209,0.308,0.285,0.593,0.287,63.8,-0.19,-1.06
77,송우현,21키RF,282,69,282,250,34,74,17,2,3,104,42,1,1,28,2,1,49,4,1,1,0.296,0.37,0.416,0.786,0.368,117.4,1.51,0.62
78,이형종,21LDH,281,90,281,239,32,52,11,0,10,93,34,3,1,34,7,1,65,10,1,0,0.218,0.332,0.389,0.721,0.338,104.8,0.93,-2.58
79,박경수,21K2B,280,118,280,239,24,46,10,0,9,83,33,0,1,34,3,2,76,7,4,0,0.192,0.301,0.347,0.648,0.301,72.4,0.1,-0.95
80,김웅빈,21키3B,278,97,278,231,23,55,13,1,5,85,34,1,1,34,9,2,73,2,2,2,0.238,0.355,0.368,0.723,0.341,101.6,0.78,0.26
81,김태군,21NC,276,102,276,232,23,51,7,0,7,79,24,0,1,21,11,0,30,4,9,3,0.22,0.311,0.341,0.651,0.301,72.8,0.63,-0.39
82,김성현,21S2B,274,110,274,237,27,67,15,0,6,100,37,5,2,29,0,0,29,8,4,4,0.283,0.356,0.422,0.778,0.357,109.8,1.65,1.24
,송성문,21키3B,274,66,274,245,30,61,10,1,6,91,33,0,0,25,1,0,42,2,2,1,0.249,0.32,0.371,0.691,0.323,90.2,0.94,0.26
84,박세혁,21두C,270,96,270,237,25,52,12,0,0,64,30,4,2,22,5,0,43,6,3,3,0.219,0.296,0.27,0.566,0.275,57.8,0.24,-1.05
85,힐리,21한1B,268,67,268,249,27,64,11,1,7,98,37,2,1,16,2,0,58,6,0,1,0.257,0.306,0.394,0.7,0.325,91,0.35,-0.57
86,전병우,21키3B,260,114,260,213,35,40,8,0,6,66,31,3,1,33,9,0,82,0,4,1,0.188,0.32,0.31,0.63,0.304,78.4,0.44,-0.2
,김강민,21SCF,260,122,260,223,43,53,12,1,8,91,27,3,3,25,6,1,52,3,3,3,0.238,0.327,0.408,0.735,0.336,95.1,0.88,-0.65
88,강한울,21삼3B,258,124,258,223,25,58,5,0,0,63,27,2,2,29,0,0,58,5,3,3,0.26,0.341,0.283,0.624,0.305,77.6,0.19,-0.26
89,이지영,21키C,257,108,257,232,29,63,5,1,0,70,30,3,1,19,1,2,17,10,2,3,0.272,0.326,0.302,0.627,0.299,71.1,0.33,-0.87
90,오태곤,21S1B,253,122,253,235,47,63,10,0,9,100,35,9,4,14,2,0,52,4,1,1,0.268,0.314,0.426,0.739,0.339,97,0.81,-0.33
91,페레즈,21한1B,252,59,252,225,26,60,15,1,5,92,33,4,5,17,4,0,52,4,0,6,0.267,0.321,0.409,0.73,0.337,98.6,0.69,-0.5
92,김재호,21두SS,251,89,251,211,23,44,8,0,1,55,24,1,1,29,2,0,34,7,6,3,0.209,0.306,0.261,0.567,0.275,58.2,-0.02,-1.73
93,알몬테,21KLF,249,60,249,224,18,61,9,0,7,91,36,1,0,22,1,0,49,9,0,2,0.272,0.337,0.406,0.744,0.347,102.5,0.57,-0.46
94,크레익,21키1B,247,61,247,222,25,55,12,0,6,85,30,0,1,20,4,1,43,4,0,1,0.248,0.32,0.383,0.703,0.328,93.9,0.3,-0.52
95,한승택,21KC,239,82,239,203,17,44,7,0,3,60,16,0,0,28,3,0,61,6,5,0,0.217,0.321,0.296,0.616,0.297,70.2,0.59,-1.16
96,최정원,21N2B,238,72,238,212,40,60,4,2,0,68,8,10,7,18,4,0,40,0,4,0,0.283,0.35,0.321,0.671,0.322,88.4,0.8,-0.6
97,이명기,21NLF,232,56,232,191,30,56,12,0,2,74,14,5,3,37,1,0,27,2,3,0,0.293,0.411,0.387,0.798,0.381,126.6,1.38,1.03
98,안재석,21두SS,224,96,224,200,28,51,8,2,2,69,14,1,0,16,4,0,53,4,0,4,0.255,0.317,0.345,0.662,0.314,83.8,0.79,-1.02
,김민수,21롯2B,224,83,224,199,19,48,11,1,3,70,25,0,0,18,3,0,62,4,3,1,0.241,0.312,0.352,0.664,0.311,77.8,0.15,-1.37
100,김태연,21한3B,220,53,220,176,29,53,12,0,3,74,34,5,3,34,5,0,44,4,0,5,0.301,0.418,0.42,0.839,0.397,138.8,1.91,1.99
101,박민우,21N2B,215,50,215,180,30,47,5,3,1,61,18,12,3,22,7,0,23,4,4,2,0.261,0.36,0.339,0.699,0.333,94.8,0.83,-0.5
102,정주현,21L2B,214,73,214,181,26,43,7,1,3,61,10,3,3,24,0,0,32,4,9,0,0.238,0.327,0.337,0.664,0.306,79.7,0.43,-0.7
103,장승현,21두C,211,92,211,177,18,41,10,0,2,57,27,0,0,19,8,0,50,2,6,1,0.232,0.332,0.322,0.654,0.31,82.3,0.57,-0.4
,이천웅,21LCF,211,68,211,181,20,36,7,0,2,49,16,3,2,25,3,0,23,11,1,1,0.199,0.305,0.271,0.576,0.284,65.2,0.03,-0.82
105,이성곤,21삼한1B,208,62,208,174,17,46,12,2,1,65,24,1,3,29,3,0,53,4,1,1,0.264,0.377,0.374,0.75,0.359,113.7,0.77,-0.88
106,정진기,21SNLF,206,88,206,193,27,43,8,0,6,69,21,6,3,10,1,0,39,2,2,0,0.223,0.265,0.358,0.622,0.286,62.1,-0.16,-0.26
107,신본기,21K2B,205,96,205,173,25,41,8,0,1,52,19,1,2,22,4,0,44,6,5,1,0.237,0.335,0.301,0.636,0.305,74.7,0.26,-0.52
,박석민,21N3B,205,59,205,171,27,44,8,0,10,82,41,0,0,27,2,1,43,8,3,2,0.257,0.361,0.48,0.841,0.377,121.5,1.32,0.01
,라모스,21L1B,205,51,205,185,14,45,7,1,8,78,25,0,0,18,2,0,43,2,0,0,0.243,0.317,0.422,0.739,0.341,107.1,0.58,-0.15
110,김동엽,21삼LF,203,69,203,185,20,44,9,0,4,65,24,2,1,10,4,0,42,2,0,4,0.238,0.286,0.351,0.637,0.297,70.2,-0.28,-0.53
